author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","For Annagret, the terrible thing was that she’d liked what followed, at least for a while. For a while, it was merely like a closer form of friendship. They still joked together, she still told him everything about her days at school, they still went riding together and trained at the sports club. It was ordinary life but with a secret, an extremely grownup secret thing that happened after she put on her pajamas and went to bed. While he touched her, he kept saying how beautiful she was, what perfect beauty. And because, for a while, he didn’t touch her with any part of himself except his hand, she felt as if she herself were to blame, as if the whole thing had actually been her idea, as if she’d done this with her beauty and the only way to make it stop was to submit to it and experience release. She hated her body for wanting release even more than she hated it for its supposed beauty, but somehow the hatred made it all the more urgent. She wanted him to kiss her. She wanted him to need her. She was very bad. And maybe it made sense that she was very bad, being the daughter of a drug addict. She’d casually asked her mother if she was ever tempted to take the drugs she gave her patients. Every once in a while, yes, her mother had answered smoothly, if a little bit of something at the hospital was left unused, she or one of the other nurses might take it to calm their nerves, but it didn’t mean that the person was an addict. Annagret hadn’t said anything about anyone being an addict.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","It was a little after 7 A.M., and outside in the garden her nine-year-old son, Finn, was stringing a tennis net between two trees, stringing it not in the normal fashion, the way one might to play tennis, but horizontally, like a hammock. He was wearing a pair of too short trousers, perhaps the trousers from last year’s school uniform, and no shoes. The grounds on this side of the property were ragged but pretty, bounded by a low stone wall that allowed views across the fields to the gray slate roofs of Portlaoise. “I think it might’ve been a mistake to tell him about the ducks,” Bill said.","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","“Today I want you to do the Chalice to me.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Sudden honest confrontation was one of his counselling tricks. That he was sick of these tricks didn’t mean they didn’t still work.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","“Is it Ulric?”","",""
"","","Ghosts and Empties","http://www.newyorker.com/magazine/2015/07/20/ghosts-and-empties","The week of heat proves temporary, a false start to the season. The weather again turns so clammy and cold that nobody else comes out and I shiver as I walk until I escape my chill by going into the drugstore for Epsom salts to soak my walking away. It is astonishing to enter the dazzling color, the ferocious heat after the chilly gray scale; to travel hundreds of miles over the cracked sidewalk and sparse palmetto and black path-crossing cats I dart away from, into this abundance with its aisles of gaudy trash and useless wrapping and plastic pull tabs that will one day end up in the throat of the earth’s last sea turtle. I find myself limping and the limp morphs into a kind of pained bopping because the music dredges up elementary school, when my parents were, astonishingly, younger than I am now, and that one long summer they listened on repeat to Paul Simon singing over springy African drums about a trip with a son, the human trampoline, the window in the heart; and it is both too much and too little and I leave without the salts because I am not ready for such easy absolution as this. I can’t.","",""
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","Then Ann began to understand why Nola thought she was so lucky. She explained it all to Kit, and showed her the old brocade that Nola had left. “She said he had lots more fabric in his house. And old clothes, too—she thought I might like to see them. And I turned her down! I thought he must be running some kind of secondhand shop!”","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“I’d be a prospector,” I told her, without batting an eye. “I’d be a prospector of the prospectors. I’d wait for luck to strike them, and then I’d take their gold.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Underage, abused, and pretty. Andreas sighed.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“Now, why do you suppose this was? Why would I remember this part of the night years and years later? That woman was like a Heavenly Maiden, but I know she was the ghost of a virgin who had died a very long time ago. Probably when the Chinese or the Mongols were in our country. She must have been a princess, with all that jewelry and those servants. She must have been waiting for centuries for some man to come along and release her into the next world with the power of his yang.","",""
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","7. The purpose of this story is:","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“Mr. Loatch?” Swilling a drink, I steadied my voice. “How late does the chairlift run?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"Tessa Hadley","http://www.newyorker.com/contributors/tessa-hadley","","","","",""
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“I was going to say,” Carl said. “Something seemed like an improvement.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","So when you materialize in the chamber full of straw it has nothing to do with magic. The girl, though, is surprised and impressed. Already you’ve got credibility.","",""
"","","Reading Comprehension: Text No. 1","http://www.newyorker.com/magazine/2015/07/06/reading-comprehension-text-no-1","“In what sense?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","(Translated, from the Hebrew, by Maggie Goldberg Bar-Tura.) ♦","",""
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","There were six of these episodes, and they were reported in various places on the peninsula, occurring one after the other from north to south—in Voghera, in Lucca, near Lake Bracciano, in Sulmona, in Cerignola. The last happened near Lecce. Then nothing else. But perhaps this story is linked to a strange report made to the press by a fishing crew from Puglia: just off Corfu, they had come upon “a man riding a dolphin.” This odd apparition swam vigorously toward the east; the sailors shouted at it, at which point the man and the gray rump sank under the water, disappearing from view. ♦","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
